dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
nb-NO_JT1,2l_nb-NO_male-JT1/110.Side fire.wav,fast_mai_1,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,2958.0,358.0,908.1,408.1,realtime,1.65,2.05,trim_first,,,2.55,
nb-NO_JT1,2l_nb-NO_male-JT1/110.Side fire.wav,whisper_v3,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,3199.0,598.6,1149.0,1119.0,realtime,1.65,2.05,trim_first,,,2.55,
nb-NO_JT1,2l_nb-NO_male-JT1/110.Side fire.wav,fast_default,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,3172.4,574.2,1124.4,1094.4,realtime,1.65,2.05,trim_first,,,2.55,
nb-NO_JT1,1r_nb-NO_male-JT1/002.slå av klimaanlegget foran.wav,realtime,nb-NO,3.92,slå av klimaanlegget foran,Slå av klimaanlegget foran.,0.0,0,0,0,0,4,966.3,-24.2,906.0,906.0,realtime,1.23,3.07,none,1.23,3.07,,
nb-NO_JT1,1r_nb-NO_male-JT1/002.slå av klimaanlegget foran.wav,fast_mai_1,nb-NO,3.92,slå av klimaanlegget foran,Slå av klimaanlegget foran.,0.0,0,0,0,0,4,4032.1,432.1,962.3,462.3,realtime,1.23,3.07,none,,,3.57,
nb-NO_JT1,1r_nb-NO_male-JT1/002.slå av klimaanlegget foran.wav,fast_default,nb-NO,3.92,slå av klimaanlegget foran,Lå av klimaanlegget foran.,0.25,1,0,0,1,4,4215.8,615.8,1145.9,1175.9,realtime,1.23,3.07,none,,,3.57,
nb-NO_JT1,1r_nb-NO_male-JT1/002.slå av klimaanlegget foran.wav,whisper_v3,nb-NO,3.92,slå av klimaanlegget foran,Lå av klimaanlegget foran.,0.25,1,0,0,1,4,4350.5,750.3,1280.6,1310.6,realtime,1.23,3.07,none,,,3.57,
nb-NO_JT1,2r_nb-NO_female-JT1/020.Øk temperaturen på førersetets setevarme litt.wav,realtime,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersetet. Setevarme litt.,0.1667,1,0,0,1,6,924.0,-110.8,929.5,929.5,realtime,0.99,3.76,none,0.99,3.76,,
nb-NO_JT1,2r_nb-NO_female-JT1/020.Øk temperaturen på førersetets setevarme litt.wav,fast_mai_1,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersetets setevarme litt.,0.0,0,0,0,0,6,4751.6,451.3,991.7,491.7,realtime,0.99,3.76,none,,,4.26,
nb-NO_JT1,2r_nb-NO_female-JT1/020.Øk temperaturen på førersetets setevarme litt.wav,whisper_v3,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersøttets setevarme litt.,0.1667,1,0,0,1,6,4937.2,637.0,1177.2,1097.2,realtime,0.99,3.76,none,,,4.26,
nb-NO_JT1,2r_nb-NO_female-JT1/020.Øk temperaturen på førersetets setevarme litt.wav,fast_default,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersøttets setevarme litt.,0.1667,1,0,0,1,6,4962.7,662.6,1202.8,1122.8,realtime,0.99,3.76,none,,,4.26,
nb-NO_JT1,1l_nb-NO_female-JT1/014.Slå på ekstern sirkulasjon.wav,realtime,nb-NO,3.8,Slå på ekstern sirkulasjon,Jo og ekstern sirkulasjon.,0.5,1,0,0,2,4,1011.3,165.9,926.2,926.2,realtime,1.21,3.04,none,1.21,3.04,,
nb-NO_JT1,1l_nb-NO_female-JT1/014.Slå på ekstern sirkulasjon.wav,fast_mai_1,nb-NO,3.8,Slå på ekstern sirkulasjon,Slå på ekstern sirkulasjon.,0.0,0,0,0,0,4,4099.5,499.0,1059.6,559.6,realtime,1.21,3.04,none,,,3.54,
nb-NO_JT1,1l_nb-NO_female-JT1/014.Slå på ekstern sirkulasjon.wav,fast_default,nb-NO,3.8,Slå på ekstern sirkulasjon,Og ekstern sirkulasjon.,0.5,1,0,1,1,4,4173.9,573.7,1133.9,1053.9,realtime,1.21,3.04,none,,,3.54,
nb-NO_JT1,1l_nb-NO_female-JT1/014.Slå på ekstern sirkulasjon.wav,whisper_v3,nb-NO,3.8,Slå på ekstern sirkulasjon,Og ekstern sirkulasjon.,0.5,1,0,1,1,4,4212.4,612.2,1172.4,1092.4,realtime,1.21,3.04,none,,,3.54,
nb-NO_JT1,1r_nb-NO_male-JT1/120.Legg til Starbucks som et veipunkt.wav,realtime,nb-NO,4.08,Legg til Starbucks som et veipunkt,,1.0,1,0,6,0,6,,,,,realtime,,,skip,,,,
nb-NO_JT1,1r_nb-NO_male-JT1/120.Legg til Starbucks som et veipunkt.wav,fast_mai_1,nb-NO,4.08,Legg til Starbucks som et veipunkt,,1.0,1,0,6,0,6,4522.4,422.3,442.4,442.4,self,,,skip,,,,
nb-NO_JT1,1r_nb-NO_male-JT1/120.Legg til Starbucks som et veipunkt.wav,fast_default,nb-NO,4.08,Legg til Starbucks som et veipunkt,Let'.,1.0,1,0,5,1,6,4642.5,542.5,2722.8,2722.8,self,,,skip,,,,
nb-NO_JT1,1r_nb-NO_male-JT1/120.Legg til Starbucks som et veipunkt.wav,whisper_v3,nb-NO,4.08,Legg til Starbucks som et veipunkt,Let'.,1.0,1,0,5,1,6,4720.5,619.9,2800.5,2800.5,self,,,skip,,,,
nb-NO_JT1,2l_nb-NO_male-JT1/116.Bytt til raskeste rute.wav,realtime,nb-NO,3.48,Bytt til raskeste rute,Snitt til raskeste rundt.,0.5,1,0,0,2,4,1057.8,-49.0,862.1,862.1,realtime,1.14,2.59,none,1.14,2.59,,
nb-NO_JT1,2l_nb-NO_male-JT1/116.Bytt til raskeste rute.wav,fast_mai_1,nb-NO,3.48,Bytt til raskeste rute,Vitt til raskeste rute.,0.25,1,0,0,1,4,3545.7,445.5,955.7,455.7,realtime,1.14,2.59,none,,,3.09,
nb-NO_JT1,2l_nb-NO_male-JT1/116.Bytt til raskeste rute.wav,fast_default,nb-NO,3.48,Bytt til raskeste rute,Litt til raskeste rute.,0.25,1,0,0,1,4,3681.2,581.2,1091.2,1041.2,realtime,1.14,2.59,none,,,3.09,
nb-NO_JT1,2l_nb-NO_male-JT1/116.Bytt til raskeste rute.wav,whisper_v3,nb-NO,3.48,Bytt til raskeste rute,Litt til raskeste rute.,0.25,1,0,0,1,4,3712.1,611.8,1122.1,1072.1,realtime,1.14,2.59,none,,,3.09,
nb-NO_JT1,1r_nb-NO_female-JT1/027.Kan du flytte seteryggen helt fremover.wav,realtime,nb-NO,4.29,Kan du flytte seteryggen helt fremover,,1.0,1,0,6,0,6,,,,,realtime,,,skip,,,,
nb-NO_JT1,1r_nb-NO_female-JT1/027.Kan du flytte seteryggen helt fremover.wav,fast_mai_1,nb-NO,4.29,Kan du flytte seteryggen helt fremover,,1.0,1,0,6,0,6,4710.5,410.2,420.5,420.5,self,,,skip,,,,
nb-NO_JT1,1r_nb-NO_female-JT1/027.Kan du flytte seteryggen helt fremover.wav,fast_default,nb-NO,4.29,Kan du flytte seteryggen helt fremover,Det er en.,1.0,1,0,3,3,6,4941.2,641.0,2541.3,2541.3,self,,,skip,,,,
nb-NO_JT1,1r_nb-NO_female-JT1/027.Kan du flytte seteryggen helt fremover.wav,whisper_v3,nb-NO,4.29,Kan du flytte seteryggen helt fremover,Det er en.,1.0,1,0,3,3,6,4959.2,658.7,2799.2,2799.2,self,,,skip,,,,
nb-NO_JT1,2l_nb-NO_female-JT1/097.Avslutt scenariomodus på passasjersiden.wav,realtime,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,Avslutt scenario modus på passasjersiden.,0.0,0,0,0,0,4,1488.7,-118.0,872.4,872.4,realtime,1.0,3.51,none,1.0,3.51,,
nb-NO_JT1,2l_nb-NO_female-JT1/097.Avslutt scenariomodus på passasjersiden.wav,fast_mai_1,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,Avslutt scenariomodus på passasjersiden.,0.0,0,0,0,0,4,4549.2,449.1,1039.2,539.2,realtime,1.0,3.51,none,,,4.01,
nb-NO_JT1,2l_nb-NO_female-JT1/097.Avslutt scenariomodus på passasjersiden.wav,whisper_v3,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,Avslutt scenario mudus på passasjersiden.,0.5,1,1,0,1,4,4706.4,606.3,1196.4,1186.4,realtime,1.0,3.51,none,,,4.01,
nb-NO_JT1,2l_nb-NO_female-JT1/097.Avslutt scenariomodus på passasjersiden.wav,fast_default,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,Avslutt scenario mudus på passasjersiden.,0.5,1,1,0,1,4,4789.4,689.0,1279.4,1269.4,realtime,1.0,3.51,none,,,4.01,
nb-NO_JT1,1r_nb-NO_female-JT1/019.Aktiver setevarme for førersetet.wav,realtime,nb-NO,4.25,Aktiver setevarme for førersetet,,1.0,1,0,4,0,4,,,,,realtime,,,skip,,,,
nb-NO_JT1,1r_nb-NO_female-JT1/019.Aktiver setevarme for førersetet.wav,fast_default,nb-NO,4.25,Aktiver setevarme for førersetet,,1.0,1,0,4,0,4,4571.7,271.3,,,,,,skip,,,,
nb-NO_JT1,1r_nb-NO_female-JT1/019.Aktiver setevarme for førersetet.wav,whisper_v3,nb-NO,4.25,Aktiver setevarme for førersetet,,1.0,1,0,4,0,4,4577.3,277.9,,,,,,skip,,,,
nb-NO_JT1,1r_nb-NO_female-JT1/019.Aktiver setevarme for førersetet.wav,fast_mai_1,nb-NO,4.25,Aktiver setevarme for førersetet,,1.0,1,0,4,0,4,4708.3,408.2,458.3,458.3,self,,,skip,,,,
nb-NO_JT1,2l_nb-NO_female-JT1/090.slå av kamera.wav,realtime,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,945.7,-26.2,884.0,884.0,realtime,0.94,2.19,none,0.94,2.19,,
nb-NO_JT1,2l_nb-NO_female-JT1/090.slå av kamera.wav,fast_mai_1,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,3071.7,371.2,881.7,381.7,realtime,0.94,2.19,none,,,2.69,
nb-NO_JT1,2l_nb-NO_female-JT1/090.slå av kamera.wav,whisper_v3,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,3259.5,559.3,1069.5,1099.5,realtime,0.94,2.19,none,,,2.69,
nb-NO_JT1,2l_nb-NO_female-JT1/090.slå av kamera.wav,fast_default,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,3300.0,599.8,1110.0,1140.0,realtime,0.94,2.19,none,,,2.69,
nb-NO_JT1,1r_nb-NO_female-JT1/141.Slå av bluetooth-musikk.wav,realtime,nb-NO,3.54,Slå av bluetooth-musikk,Slå av.,0.5,1,0,2,0,4,1041.9,-251.4,1308.8,1308.8,realtime,1.26,2.04,none,1.26,2.04,,
nb-NO_JT1,1r_nb-NO_female-JT1/141.Slå av bluetooth-musikk.wav,fast_mai_1,nb-NO,3.54,Slå av bluetooth-musikk,,1.0,1,0,4,0,4,3015.3,414.9,975.4,475.4,realtime,1.26,2.04,none,,,2.54,
nb-NO_JT1,1r_nb-NO_female-JT1/141.Slå av bluetooth-musikk.wav,fast_default,nb-NO,3.54,Slå av bluetooth-musikk,Ja.,1.0,1,0,3,1,4,3127.0,526.7,1087.1,1367.1,realtime,1.26,2.04,none,,,2.54,
nb-NO_JT1,1r_nb-NO_female-JT1/141.Slå av bluetooth-musikk.wav,whisper_v3,nb-NO,3.54,Slå av bluetooth-musikk,Ja.,1.0,1,0,3,1,4,3181.3,581.3,1141.4,1421.4,realtime,1.26,2.04,none,,,2.54,
nb-NO_JT2,1l_nb-NO_male-JT2/079.Juster ringetonevolum til 5 nivåer.wav,realtime,nb-NO,4.44,Juster ringetonevolum til 5 nivåer,Juster ringetone volum til 5 nivåer.,0.0,0,0,0,0,5,1446.0,266.0,1056.6,1056.6,realtime,1.24,3.71,none,1.24,3.71,,
nb-NO_JT2,1l_nb-NO_male-JT2/079.Juster ringetonevolum til 5 nivåer.wav,fast_mai_1,nb-NO,4.44,Juster ringetonevolum til 5 nivåer,Juster ringetonevolum til 5 nivåer.,0.0,0,0,0,0,5,4880.4,580.2,1170.5,670.5,realtime,1.24,3.71,none,,,4.21,
nb-NO_JT2,1l_nb-NO_male-JT2/079.Juster ringetonevolum til 5 nivåer.wav,whisper_v3,nb-NO,4.44,Juster ringetonevolum til 5 nivåer,Juster ringetonevolum til 5 nivåer.,0.0,0,0,0,0,5,4905.1,604.7,1195.1,1225.1,realtime,1.24,3.71,none,,,4.21,
nb-NO_JT2,1l_nb-NO_male-JT2/079.Juster ringetonevolum til 5 nivåer.wav,fast_default,nb-NO,4.44,Juster ringetonevolum til 5 nivåer,Juster ringetonevolum til 5 nivåer.,0.0,0,0,0,0,5,4952.9,652.6,1242.9,1272.9,realtime,1.24,3.71,none,,,4.21,
nb-NO_JT2,1r_nb-NO_male-JT2/114.Endre ruteinnstilling til intelligent anbefaling.wav,realtime,nb-NO,4.69,Endre ruteinnstilling til intelligent anbefaling,,1.0,1,0,5,0,5,,,,,realtime,,,skip,,,,
nb-NO_JT2,1r_nb-NO_male-JT2/114.Endre ruteinnstilling til intelligent anbefaling.wav,whisper_v3,nb-NO,4.69,Endre ruteinnstilling til intelligent anbefaling,Sten.,1.0,1,0,4,1,5,5260.2,560.0,1420.3,1420.3,self,,,skip,,,,
nb-NO_JT2,1r_nb-NO_male-JT2/114.Endre ruteinnstilling til intelligent anbefaling.wav,fast_mai_1,nb-NO,4.69,Endre ruteinnstilling til intelligent anbefaling,,1.0,1,0,5,0,5,5261.0,561.1,571.2,571.2,self,,,skip,,,,
nb-NO_JT2,1r_nb-NO_male-JT2/114.Endre ruteinnstilling til intelligent anbefaling.wav,fast_default,nb-NO,4.69,Endre ruteinnstilling til intelligent anbefaling,Sten.,1.0,1,0,4,1,5,5296.7,596.7,2656.8,2656.8,self,,,skip,,,,
nb-NO_JT2,1r_nb-NO_male-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,realtime,nb-NO,5.13,Aktiver automatisk opplåsing av dørene når bilen er parkert,Aktivt automatisk.,0.8889,1,0,7,1,9,909.0,-863.8,1886.5,1886.5,realtime,1.73,2.45,trim_first,1.2,2.45,,
nb-NO_JT2,1r_nb-NO_male-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,fast_mai_1,nb-NO,5.13,Aktiver automatisk opplåsing av dørene når bilen er parkert,Aktivitet er automatisk på plass.,1.0,1,1,5,3,9,3441.3,441.1,991.4,491.4,realtime,1.73,2.45,trim_first,,,2.95,
nb-NO_JT2,1r_nb-NO_male-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,fast_default,nb-NO,5.13,Aktiver automatisk opplåsing av dørene når bilen er parkert,Aktivt automatiske.,1.0,1,0,7,2,9,3603.0,602.8,1153.2,1203.2,realtime,1.73,2.45,trim_first,,,2.95,
nb-NO_JT2,1r_nb-NO_male-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,whisper_v3,nb-NO,5.13,Aktiver automatisk opplåsing av dørene når bilen er parkert,Aktivt automatiske.,1.0,1,0,7,2,9,3613.7,613.6,1163.8,1213.8,realtime,1.73,2.45,trim_first,,,2.95,
nb-NO_JT2,1l_nb-NO_female-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,realtime,nb-NO,5.72,Aktiver automatisk opplåsing av dørene når bilen er parkert,,1.0,1,0,9,0,9,,,,,realtime,,,skip,,,,
nb-NO_JT2,1l_nb-NO_female-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,fast_default,nb-NO,5.72,Aktiver automatisk opplåsing av dørene når bilen er parkert,,1.0,1,0,9,0,9,6078.0,277.7,,,,,,skip,,,,
nb-NO_JT2,1l_nb-NO_female-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,whisper_v3,nb-NO,5.72,Aktiver automatisk opplåsing av dørene når bilen er parkert,,1.0,1,0,9,0,9,6079.1,278.8,,,,,,skip,,,,
nb-NO_JT2,1l_nb-NO_female-JT2/052.Aktiver automatisk opplåsing av dørene når bilen er parkert.wav,fast_mai_1,nb-NO,5.72,Aktiver automatisk opplåsing av dørene når bilen er parkert,,1.0,1,0,9,0,9,6310.4,510.1,590.4,590.4,self,,,skip,,,,
nb-NO_JT2,1r_nb-NO_male-JT2/008.Synkroniser temperaturer.wav,realtime,nb-NO,3.7,Synkroniser temperaturer,Simple vi ser.,1.5,1,1,0,2,2,993.7,-736.7,883.7,883.7,realtime,1.66,2.08,trim_first,1.12,2.08,,
nb-NO_JT2,1r_nb-NO_male-JT2/008.Synkroniser temperaturer.wav,fast_mai_1,nb-NO,3.7,Synkroniser temperaturer,,1.0,1,0,2,0,2,3041.7,441.7,961.7,461.7,realtime,1.66,2.08,trim_first,,,2.58,
nb-NO_JT2,1r_nb-NO_male-JT2/008.Synkroniser temperaturer.wav,whisper_v3,nb-NO,3.7,Synkroniser temperaturer,Ja.,1.0,1,0,1,1,2,3131.5,531.4,1051.6,1051.6,realtime,1.66,2.08,trim_first,,,2.58,
nb-NO_JT2,1r_nb-NO_male-JT2/008.Synkroniser temperaturer.wav,fast_default,nb-NO,3.7,Synkroniser temperaturer,Ja.,1.0,1,0,1,1,2,3190.8,590.6,1110.8,1110.8,realtime,1.66,2.08,trim_first,,,2.58,
nb-NO_JT2,1l_nb-NO_male-JT2/136.Spill av 100 7 FM.wav,realtime,nb-NO,3.68,Spill av 100 7 FM,Da.,1.0,1,0,4,1,5,924.2,119.0,2089.4,2089.4,realtime,,,skip,1.38,1.73,,
nb-NO_JT2,1l_nb-NO_male-JT2/136.Spill av 100 7 FM.wav,fast_mai_1,nb-NO,3.68,Spill av 100 7 FM,,1.0,1,0,5,0,5,4254.8,554.3,574.7,574.7,self,,,skip,,,,
nb-NO_JT2,1l_nb-NO_male-JT2/136.Spill av 100 7 FM.wav,whisper_v3,nb-NO,3.68,Spill av 100 7 FM,Ja.,1.0,1,0,4,1,5,4261.5,561.3,1381.5,1381.5,self,,,skip,,,,
nb-NO_JT2,1l_nb-NO_male-JT2/136.Spill av 100 7 FM.wav,fast_default,nb-NO,3.68,Spill av 100 7 FM,Ja.,1.0,1,0,4,1,5,4285.8,585.4,1405.8,1405.8,self,,,skip,,,,
nb-NO_JT2,1l_nb-NO_male-JT2/060.Slå på automatisk parkering.wav,realtime,nb-NO,3.85,Slå på automatisk parkering,Slå på automatisk merkingen.,0.25,1,0,0,1,4,840.5,66.3,896.8,896.8,realtime,1.38,3.07,none,1.38,3.07,,
nb-NO_JT2,1l_nb-NO_male-JT2/060.Slå på automatisk parkering.wav,fast_mai_1,nb-NO,3.85,Slå på automatisk parkering,Gå på automatisk markering.,0.5,1,0,0,2,4,4089.7,489.3,1019.7,519.7,realtime,1.38,3.07,none,,,3.57,
nb-NO_JT2,1l_nb-NO_male-JT2/060.Slå på automatisk parkering.wav,whisper_v3,nb-NO,3.85,Slå på automatisk parkering,Gå på automatisk merking.,0.5,1,0,0,2,4,4179.8,579.7,1109.9,1139.9,realtime,1.38,3.07,none,,,3.57,
nb-NO_JT2,1l_nb-NO_male-JT2/060.Slå på automatisk parkering.wav,fast_default,nb-NO,3.85,Slå på automatisk parkering,Gå på automatisk merking.,0.5,1,0,0,2,4,4245.0,645.0,1175.0,1205.0,realtime,1.38,3.07,none,,,3.57,
nb-NO_JT2,2r_nb-NO_male-JT2/067.Jeg vil åpne systeminnstillingene.wav,realtime,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vil på systeminnstilling.,0.5,1,0,0,2,4,1021.6,-244.3,926.1,926.1,realtime,1.17,2.93,none,1.17,2.93,,
nb-NO_JT2,2r_nb-NO_male-JT2/067.Jeg vil åpne systeminnstillingene.wav,fast_mai_1,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vil åpne systemet i stedet.,0.75,1,2,0,1,4,4010.7,510.3,1080.7,580.7,realtime,1.17,2.93,none,,,3.43,
nb-NO_JT2,2r_nb-NO_male-JT2/067.Jeg vil åpne systeminnstillingene.wav,fast_default,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vil oversistere den stilling.,0.75,1,1,0,2,4,4081.7,581.8,1151.8,1121.8,realtime,1.17,2.93,none,,,3.43,
nb-NO_JT2,2r_nb-NO_male-JT2/067.Jeg vil åpne systeminnstillingene.wav,whisper_v3,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vil oversistere den stilling.,0.75,1,1,0,2,4,4142.2,641.5,1212.3,1182.3,realtime,1.17,2.93,none,,,3.43,
nb-NO_JT2,1l_nb-NO_male-JT2/029.Åpne seteinntillingssiden.wav,realtime,nb-NO,3.68,Åpne seteinntillingssiden,Åpne se til tilgangssiden.,1.5,1,2,0,1,2,1044.0,271.3,1051.6,1051.6,realtime,1.21,2.24,trim_last,1.21,2.92,,
nb-NO_JT2,1l_nb-NO_male-JT2/029.Åpne seteinntillingssiden.wav,fast_mai_1,nb-NO,3.68,Åpne seteinntillingssiden,Åpne Set-instilling-siden.,1.5,1,2,0,1,2,3176.0,375.9,936.1,436.1,realtime,1.21,2.24,trim_last,,,2.74,
nb-NO_JT2,1l_nb-NO_male-JT2/029.Åpne seteinntillingssiden.wav,whisper_v3,nb-NO,3.68,Åpne seteinntillingssiden,Sete innstillingssiden.,1.0,1,0,0,2,2,3370.4,570.0,1130.5,570.5,realtime,1.21,2.24,trim_last,,,2.74,
nb-NO_JT2,1l_nb-NO_male-JT2/029.Åpne seteinntillingssiden.wav,fast_default,nb-NO,3.68,Åpne seteinntillingssiden,Sete innstillingssiden.,1.0,1,0,0,2,2,3476.3,676.0,1236.4,676.4,realtime,1.21,2.24,trim_last,,,2.74,
nb-NO_JT2,2l_nb-NO_male-JT2/115.Velg korteste avstand.wav,realtime,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,971.5,-5.3,904.9,904.9,realtime,1.13,2.69,none,1.13,2.69,,
nb-NO_JT2,2l_nb-NO_male-JT2/115.Velg korteste avstand.wav,fast_mai_1,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,3647.3,446.8,957.4,457.4,realtime,1.13,2.69,none,,,3.19,
nb-NO_JT2,2l_nb-NO_male-JT2/115.Velg korteste avstand.wav,whisper_v3,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,3761.0,561.0,1071.2,1041.2,realtime,1.13,2.69,none,,,3.19,
nb-NO_JT2,2l_nb-NO_male-JT2/115.Velg korteste avstand.wav,fast_default,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,3816.0,615.9,1126.3,1096.3,realtime,1.13,2.69,none,,,3.19,
nb-NO_JT2,1l_nb-NO_female-JT2/066.Åpne visningen for energiforbrukskurven.wav,realtime,nb-NO,4.32,Åpne visningen for energiforbrukskurven,Dekningen for energiforbruk spen.,1.0,1,0,0,4,4,1334.1,72.5,882.7,882.7,realtime,2.16,3.06,trim_both,1.38,3.59,,
nb-NO_JT2,1l_nb-NO_female-JT2/066.Åpne visningen for energiforbrukskurven.wav,fast_mai_1,nb-NO,4.32,Åpne visningen for energiforbrukskurven,Det er løsningen for energiforbruksloven.,1.0,1,1,0,3,4,4061.9,460.8,1001.9,501.9,realtime,2.16,3.06,trim_both,,,3.56,
nb-NO_JT2,1l_nb-NO_female-JT2/066.Åpne visningen for energiforbrukskurven.wav,whisper_v3,nb-NO,4.32,Åpne visningen for energiforbrukskurven,For energikkforbruksprøven.,0.75,1,0,2,1,4,4179.9,579.6,1119.9,739.9,realtime,2.16,3.06,trim_both,,,3.56,
nb-NO_JT2,1l_nb-NO_female-JT2/066.Åpne visningen for energiforbrukskurven.wav,fast_default,nb-NO,4.32,Åpne visningen for energiforbrukskurven,For energikkforbruksprøven.,0.75,1,0,2,1,4,4229.3,629.0,1169.4,789.4,realtime,2.16,3.06,trim_both,,,3.56,
nb-NO_JT2,1l_nb-NO_female-JT2/062.Slå på varsling for kollisjon bak.wav,realtime,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling på en permisjon bak.,0.5,1,1,0,2,6,1011.5,73.7,914.1,914.1,realtime,1.18,3.36,none,1.18,3.36,,
nb-NO_JT2,1l_nb-NO_female-JT2/062.Slå på varsling for kollisjon bak.wav,fast_mai_1,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling for provisjonen bak.,0.1667,1,0,0,1,6,4468.4,567.7,1108.4,608.4,realtime,1.18,3.36,none,,,3.86,
nb-NO_JT2,1l_nb-NO_female-JT2/062.Slå på varsling for kollisjon bak.wav,fast_default,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling på produksjon bak.,0.3333,1,0,0,2,6,4492.4,592.2,1132.4,1292.4,realtime,1.18,3.36,none,,,3.86,
nb-NO_JT2,1l_nb-NO_female-JT2/062.Slå på varsling for kollisjon bak.wav,whisper_v3,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling på produksjon bak.,0.3333,1,0,0,2,6,4472.4,572.1,1112.4,1272.4,realtime,1.18,3.36,none,,,3.86,
nb-NO_JT2,1l_nb-NO_male-JT2/042.Slå på smarte fjernlys.wav,realtime,nb-NO,3.65,Slå på smarte fjernlys,Og smarte fjernlys.,0.5,1,0,1,1,4,1097.6,134.2,964.3,964.3,realtime,1.68,2.87,none,1.68,2.87,,
nb-NO_JT2,1l_nb-NO_male-JT2/042.Slå på smarte fjernlys.wav,fast_mai_1,nb-NO,3.65,Slå på smarte fjernlys,og smarte fjernlys.,0.5,1,0,1,1,4,3764.4,364.4,894.5,394.5,realtime,1.68,2.87,none,,,3.37,
nb-NO_JT2,1l_nb-NO_male-JT2/042.Slå på smarte fjernlys.wav,whisper_v3,nb-NO,3.65,Slå på smarte fjernlys,Smarte fjernlys.,0.5,1,0,2,0,4,4057.9,657.5,1187.9,1177.9,realtime,1.68,2.87,none,,,3.37,
nb-NO_JT2,1l_nb-NO_male-JT2/042.Slå på smarte fjernlys.wav,fast_default,nb-NO,3.65,Slå på smarte fjernlys,Smarte fjernlys.,0.5,1,0,2,0,4,4068.5,668.1,1198.6,1188.6,realtime,1.68,2.87,none,,,3.37,
nb-NO_JT2,1r_nb-NO_female-JT2/148.Ignorer anrop.wav,realtime,nb-NO,3.2,Ignorer anrop,Eller angrep.,1.0,1,0,0,2,2,1001.6,150.8,871.1,871.1,realtime,1.88,2.48,trim_first,1.6,2.48,,
nb-NO_JT2,1r_nb-NO_female-JT2/148.Ignorer anrop.wav,fast_mai_1,nb-NO,3.2,Ignorer anrop,eller andre oppgaver.,1.5,1,1,0,2,2,3478.3,478.2,998.5,498.5,realtime,1.88,2.48,trim_first,,,2.98,
nb-NO_JT2,1r_nb-NO_female-JT2/148.Ignorer anrop.wav,whisper_v3,nb-NO,3.2,Ignorer anrop,Anmerop.,1.0,1,0,1,1,2,3554.6,554.5,1074.7,1234.7,realtime,1.88,2.48,trim_first,,,2.98,
nb-NO_JT2,1r_nb-NO_female-JT2/148.Ignorer anrop.wav,fast_default,nb-NO,3.2,Ignorer anrop,Anmerop.,1.0,1,0,1,1,2,3647.5,647.3,1167.6,1327.6,realtime,1.88,2.48,trim_first,,,2.98,
nb-NO_JT2,2r_nb-NO_female-JT2/135.Spill radio.wav,realtime,nb-NO,3.02,Spill radio,Spill radio.,0.0,0,0,0,0,2,1033.6,12.2,952.5,952.5,realtime,1.08,2.16,none,1.08,2.16,,
